condition,query_dataset,rank,model_name,recommendation_score,source_method,reasoning
D_claude_baseline,medalpaca/medical_meadow_medqa,4,m42-health/Llama3-Med42-8B,0.85,claude_baseline,Clinical Llama-3-8B fine-tune from M42 that has posted competitive USMLE/MedQA scores among ~8B medical models.
D_claude_baseline,medalpaca/medical_meadow_medqa,5,HPAI-BSC/Llama3-Aloe-8B-Alpha,0.82,claude_baseline,"Aloe is a Llama-3-8B medical model trained with a mix of medical QA and instruction data, strong on MedQA-style multiple-choice questions."
A_merged,microsoft/orca-math-word-problems-200k,1,llm-agents/tora-code-7b-v1.0,0.88,both,"Strong agreement candidate with high GNN support and consistent measured math-word-problem results: EleutherAI/asdiv accuracy=0.787, ChilleD/SVAMP accuracy=0.704, and Arietem/tabmwp accuracy=0.516. Its tool-integrated math reasoning profile is well matched to microsoft/orca-math-word-problems-200k."
A_merged,microsoft/orca-math-word-problems-200k,2,mradermacher/ARM-7B-i1-GGUF,0.84,both,"It has the strongest direct SVAMP result in the evidence, with ChilleD/SVAMP accuracy=0.953, and also appears in the GNN recommendations. Its broader track record includes Joschka/big_bench_hard accuracy=0.679, supporting general reasoning ability."
A_merged,microsoft/orca-math-word-problems-200k,3,unsloth/Qwen3-14B-unsloth-bnb-4bit,0.80,method1,"This model achieved ahmedselhady/mgsm accuracy=0.792, one of the best measured results on a highly relevant GSM8K-derived multilingual grade-school math benchmark. The result is direct measured evidence on a close neighbor of the query dataset."
A_merged,microsoft/orca-math-word-problems-200k,4,QuantFactory/deepseek-math-7b-instruct-GGUF,0.76,method1,"It is a math-specialized 7B model with strong measured performance on ahmedselhady/mgsm, reaching accuracy=0.732. MGSM is especially relevant because it is derived from grade-school math word problems similar to the query dataset."
A_merged,microsoft/orca-math-word-problems-200k,5,bartowski/nvidia_OpenReasoning-Nemotron-14B-GGUF,0.72,method1,"It has the best measured result on TIGER-Lab/AIME25 with accuracy=0.82, showing strong mathematical reasoning on a challenging math QA benchmark. This is less directly grade-school-focused than SVAMP or MGSM but still strong evidence for math problem-solving capability."
B_method1_only,microsoft/orca-math-word-problems-200k,1,unsloth/Qwen3-14B-unsloth-bnb-4bit,0.86,method1,"On ahmedselhady/mgsm, this model achieved accuracy=0.792 on a GSM8K-derived grade-school math benchmark. Qwen3-14B variants also consistently scored 0.792 on MGSM, and unsloth/Qwen3-14B-FP8 reached accuracy=0.6698 on TIGER-Lab/AIME25."
B_method1_only,microsoft/orca-math-word-problems-200k,2,mradermacher/ARM-7B-i1-GGUF,0.84,method1,"It achieved accuracy=0.953 on ChilleD/SVAMP, an English math word-problem benchmark very close to the query format. This is the strongest measured word-problem result in the neighborhood, though it is from a small dataset."
B_method1_only,microsoft/orca-math-word-problems-200k,3,QuantFactory/deepseek-math-7b-instruct-GGUF,0.81,method1,"On ahmedselhady/mgsm, this math-specialized 7B instruct model scored accuracy=0.732 on GSM8K-derived multilingual grade-school word problems. This is lower than the Qwen3-14B result but remains strong and directly aligned with the query."
B_method1_only,microsoft/orca-math-word-problems-200k,4,bartowski/nvidia_OpenReasoning-Nemotron-14B-GGUF,0.78,method1,"It was the top model on TIGER-Lab/AIME25 with accuracy=0.82, showing strong mathematical reasoning on hard competition-style questions. Although AIME25 is less word-problem-like than MGSM or SVAMP, the high measured result suggests robust transfer potential."
B_method1_only,microsoft/orca-math-word-problems-200k,5,llm-agents/tora-code-7b-v1.0,0.74,method1,"It scored accuracy=0.704 on ChilleD/SVAMP, a direct English arithmetic word-problem benchmark. That measured result is competitive for the query format, even though mradermacher/ARM-7B-i1-GGUF was much higher on the same dataset at accuracy=0.953."
C_method2_only,microsoft/orca-math-word-problems-200k,1,llm-agents/tora-code-7b-v1.0,0.88,method2,"This has the most consistent direct math-word-problem evidence, with EleutherAI/asdiv accuracy=0.787, ChilleD/SVAMP accuracy=0.704, and Arietem/tabmwp accuracy=0.516. Its high GNN combined score of 0.7912 further supports it, but the ranking is mainly driven by the measured results on similar datasets."
C_method2_only,microsoft/orca-math-word-problems-200k,2,mradermacher/ARM-7B-i1-GGUF,0.84,method2,"It has an exceptionally strong measured result on the closely related ChilleD/SVAMP dataset with accuracy=0.953, plus solid reasoning/general QA results on Joschka/big_bench_hard accuracy=0.679 and allenai/openbookqa accuracy=0.858. Although its GNN link score is tiny, the measured SVAMP result makes it a very promising fit."
C_method2_only,microsoft/orca-math-word-problems-200k,3,TheBloke/MAmmoTH-Coder-13B-GGUF,0.76,method2,"This model has direct math evidence from MU-NLPC/Calc-svamp with accuracy=0.732 and harder math evidence from EleutherAI/hendrycks_math with accuracy=0.386. Its track record is narrower than ToRA or ARM, but the datasets are highly relevant to math word-problem solving."
C_method2_only,microsoft/orca-math-word-problems-200k,4,01-ai/Yi-1.5-6B-Chat,0.68,method2,"Yi-1.5-6B-Chat shows broad reasoning competence, including HuggingFaceH4/MATH accuracy=0.405, Joschka/big_bench_hard accuracy=0.4529, and google-research-datasets/mbpp accuracy=0.709. It is less directly specialized for word problems than the top three, but its measured math and reasoning results are reasonably strong."
C_method2_only,microsoft/orca-math-word-problems-200k,5,unsloth/Qwen2.5-Math-1.5B,0.61,method2,"This is a math-specialized model and has measured STEM performance on TIGER-Lab/MMLU-STEM with accuracy=0.513. The evidence base is only one recorded evaluation, so it ranks below models with multiple directly relevant math-word-problem results."
D_claude_baseline,microsoft/orca-math-word-problems-200k,1,Qwen/Qwen2.5-Math-7B-Instruct,0.95,claude_baseline,Purpose-built math instruct model from Alibaba with state-of-the-art GSM8K/MATH performance in the 7B class; directly aligned with grade-school word-problem reasoning of Orca-Math.
D_claude_baseline,microsoft/orca-math-word-problems-200k,2,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,0.93,claude_baseline,14B reasoning-distilled model from DeepSeek-R1 that achieves top-tier math benchmark scores under 15B; long chain-of-thought is ideal for multi-step word problems.
D_claude_baseline,microsoft/orca-math-word-problems-200k,3,nvidia/AceMath-7B-Instruct,0.9,claude_baseline,NVIDIA's math-specialist instruct model trained specifically for grade-school and competition math; strong GSM8K accuracy that matches the Orca-Math problem style.
D_claude_baseline,microsoft/orca-math-word-problems-200k,4,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,0.88,claude_baseline,7B R1-distilled reasoning model with excellent math capability per parameter; well-suited for fine-tuning or zero-shot solving of the arithmetic word problems in this dataset.
D_claude_baseline,microsoft/orca-math-word-problems-200k,5,Qwen/Qwen2.5-14B-Instruct,0.85,claude_baseline,Strong 14B general instruct model with very solid math reasoning (GSM8K ~90%); a robust non-specialist baseline that generalizes well to word-problem SFT.
A_merged,midas/duc2001,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.88,method1,"Best task match: amirveyseh/acronym_identification is an English BIO-style token/span identification dataset, and this model achieved f1=0.9199. That span-extraction evidence is highly relevant to extractive keyphrase identification."
A_merged,midas/duc2001,2,gauneg/roberta-base-absa-ate-sentiment,0.82,method1,Strong measured extraction-style result on Chow05/SemEval-2014-Task-4 with f1=0.8632. Aspect term extraction with token-level tagging is a close analogue to extracting keyphrase spans.
A_merged,midas/duc2001,3,allenai/unifiedqa-t5-small,0.76,method2,"Top GNN recommendation with combined score 0.7179, far above the other GNN candidates. Its measured track record is consistent across text QA datasets, including allenai/ai2_arc accuracy=0.762, allenai/qasc accuracy=0.685, allenai/ropes f1=0.67, and allenai/quoref f1=0.635."
A_merged,midas/duc2001,4,Mungert/Llama-3.1-8B-Instruct-GGUF,0.70,method1,"Measured in the retrieved neighborhood on awinml/triviaqa with accuracy=0.776. Although QA is indirect, an 8B instruct model is plausibly useful for abstractive keyphrase generation from news articles."
A_merged,midas/duc2001,5,dima806/news-category-classifier-distilbert,0.65,method1,"Has direct news-domain evidence from heegyu/news-category-dataset with accuracy=0.7073 and f1=0.608. The task is classification rather than keyphrase extraction, but the domain match to English news articles is useful."
B_method1_only,midas/duc2001,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.87,method1,"Most directly aligned with the query's BIO-style keyphrase extraction setup because it was evaluated on amirveyseh/acronym_identification, a token classification dataset with tokens and BIO labels, achieving f1=0.9199."
B_method1_only,midas/duc2001,2,gauneg/roberta-base-absa-ate-sentiment,0.80,method1,"Strong measured evidence on Chow05/SemEval-2014-Task-4 with f1=0.8632, a token classification and sentiment tagging dataset involving extraction of text spans. This is task-relevant for identifying keyphrase-like spans in documents."
B_method1_only,midas/duc2001,3,dima806/news-category-classifier-distilbert,0.69,method1,"Has direct domain relevance because it was evaluated on heegyu/news-category-dataset, a news article dataset, with accuracy=0.7073 and f1=0.608. Although the task is classification rather than keyphrase extraction, the news-domain match is useful."
B_method1_only,midas/duc2001,4,sdadas/mmlw-roberta-base,0.66,method1,"Shows solid measured NLP performance on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7. The task is less direct than token extraction, but the result suggests strong text representation ability."
B_method1_only,midas/duc2001,5,Mungert/Llama-3.1-8B-Instruct-GGUF,0.61,method1,"Useful as a general instruction-following model for the query's abstractive keyphrase generation side, with measured accuracy=0.776 on awinml/triviaqa. The evidence is indirect because TriviaQA is question answering rather than keyphrase generation."
C_method2_only,midas/duc2001,1,allenai/unifiedqa-t5-small,0.78,method2,"The GNN gives this by far the strongest predicted fit for midas/duc2001 with combined=0.7179 and predicted-performance=0.7189. Its measured track record is also consistent across language tasks including allenai/ai2_arc accuracy=0.762, allenai/qasc accuracy=0.685, allenai/ropes f1=0.67, and allenai/quoref f1=0.635."
C_method2_only,midas/duc2001,2,bigscience/bloom-1b1,0.57,method2,"This is the next strongest GNN candidate among broadly useful language models with combined=0.0092 and predicted-performance=0.4169. It has measured strength on several NLP benchmarks including allenai/sciq accuracy=0.833, aps/super_glue accuracy=0.68, and allenai/winogrande accuracy=0.5493."
C_method2_only,midas/duc2001,3,EleutherAI/gpt-neo-2.7B,0.50,method2,"Although its GNN score is low, its measured language-modeling evidence is stronger than smaller GPT-Neo variants, with EleutherAI/lambada_openai accuracy=0.6222, allenai/winogrande accuracy=0.565, and Rowan/hellaswag accuracy=0.4273. This makes it a plausible generative fit for a DUC-style text dataset."
C_method2_only,midas/duc2001,4,EleutherAI/gpt-neo-1.3B,0.45,method2,"This model has a broader measured record than many alternatives and performs reasonably on EleutherAI/lambada_openai accuracy=0.5723 and allenai/winogrande accuracy=0.5501. It also has additional evidence on Rowan/hellaswag accuracy=0.3866 and allenai/ai2_arc accuracy=0.3123, though its results are weaker than GPT-Neo-2.7B."
C_method2_only,midas/duc2001,5,pszemraj/mega-ar-350m-v0.13,0.39,method2,"This is a smaller text-generation model with measured results across five datasets, including BEE-spoke-data/UltraTextbooks-2.1-fw_mix accuracy=0.5885, allenai/winogrande accuracy=0.5036, and allenai/ai2_arc accuracy=0.4491. Its lower EleutherAI/lambada_openai accuracy=0.3113 and allenai/openbookqa accuracy=0.176 make it a weaker but still evidence-backed option."
D_claude_baseline,midas/duc2001,1,Qwen/Qwen2.5-14B-Instruct,0.9,claude_baseline,Strong general-purpose 14B instruct model with excellent English comprehension and instruction-following; well-suited to extract keyphrases from DUC 2001 news documents via prompting.
D_claude_baseline,midas/duc2001,2,Qwen/Qwen3-14B,0.88,claude_baseline,Newer 14B Qwen model with improved reasoning and extraction ability; expected to perform very well on keyphrase extraction from news text.
D_claude_baseline,midas/duc2001,3,Qwen/Qwen2.5-7B-Instruct,0.82,claude_baseline,Highly capable 7B instruct model with strong IE/extraction benchmarks; a great efficient option for structured keyphrase extraction on DUC 2001.
D_claude_baseline,midas/duc2001,4,google/gemma-2-9b-it,0.8,claude_baseline,"Gemma-2 9B instruct is a top open model at its size for English understanding and instruction following, well-suited to phrase-level extraction from news."
D_claude_baseline,midas/duc2001,5,meta-llama/Llama-3.1-8B-Instruct,0.78,claude_baseline,Robust general-purpose 8B instruct model with solid English news comprehension; a reliable baseline for prompt-based keyphrase extraction on DUC 2001.
A_merged,midas/inspec,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.88,method1,"This is the closest task match: it achieved f1=0.9199 on amirveyseh/acronym_identification, a scientific-document BIO-style token/span identification dataset. That makes it highly relevant to midas/inspec keyphrase extraction."
A_merged,midas/inspec,2,PlanTL-GOB-ES/roberta-base-biomedical-clinical-es,0.76,method1,"It achieved f1=0.9004 on PlanTL-GOB-ES/pharmaconer, an entity-recognition dataset with IOB-style annotations. The language and biomedical-clinical domain differ from English scientific abstracts, but the extraction formulation is still relevant."
A_merged,midas/inspec,3,ReliableAI/UCCIX-Llama2-13B-Instruct,0.68,method2,"The GNN gives it a high predicted-performance score of 0.9679, and it has consistent measured NLP results across Rowan/hellaswag accuracy=0.7758, mteb/sib200 accuracy=0.7206, and allenai/winogrande accuracy=0.7135. It is less directly tied to keyphrase extraction than the measured SOURCE A models, but its broad text performance is credible."
A_merged,midas/inspec,4,mradermacher/Ministral-8B-Instruct-2410-GGUF,0.65,method2,"The GNN predicted-performance score is strong at 0.9643, with measured results of accuracy=0.719 on allenai/ai2_arc and accuracy=0.7 on RLAIF/mbpp. Its evidence is predictive rather than neighborhood-measured, but it looks like a solid compact instruction model for text generation/extraction."
A_merged,midas/inspec,5,sdadas/mmlw-roberta-base,0.61,method1,"It has real neighborhood evidence on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7. The task is less directly aligned with keyphrase extraction than acronym or entity recognition, but it is still measured on a text classification benchmark from the retrieved neighborhood."
B_method1_only,midas/inspec,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.86,method1,"Best task/domain match: it achieved f1=0.9199 on amirveyseh/acronym_identification, an English scientific-document BIO-style token classification dataset closely related to keyphrase extraction."
B_method1_only,midas/inspec,2,PlanTL-GOB-ES/roberta-base-biomedical-clinical-es,0.72,method1,"Strong sequence-labeling evidence with f1=0.9004 on PlanTL-GOB-ES/pharmaconer, a NER dataset with IOB-style annotations. It is discounted because the measured dataset is Spanish clinical text rather than English scientific abstracts."
B_method1_only,midas/inspec,3,HuggingFaceTB/SmolVLM-500M-Base,0.68,method1,"Top measured model on armanc/ScienceQA with accuracy=0.8, showing strong performance on a scholarly scientific QA dataset. The task is less directly aligned than BIO keyphrase extraction, but the domain evidence is useful."
B_method1_only,midas/inspec,4,sdadas/mmlw-roberta-base,0.63,method1,"Measured strongly on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7, giving evidence for robust text understanding. It is less directly relevant because the evaluated task is pair classification rather than extraction."
B_method1_only,midas/inspec,5,tiiuae/falcon-11B-vlm,0.61,method1,"Second-best measured result on armanc/ScienceQA among listed models with accuracy=0.749, indicating useful scientific-domain reasoning ability. It is ranked lower because ScienceQA is not a keyphrase/BIO extraction benchmark."
C_method2_only,midas/inspec,1,ReliableAI/UCCIX-Llama2-13B-Instruct,0.74,method2,"Best measured multi-dataset text track record among candidates: Rowan/hellaswag accuracy=0.7758, mteb/sib200 accuracy=0.7206, and allenai/winogrande accuracy=0.7135. Its high predicted-performance=0.9679 supports it, but the ranking is driven mainly by the three real NLP evaluations."
C_method2_only,midas/inspec,2,mradermacher/Ministral-8B-Instruct-2410-GGUF,0.70,method2,"Strong measured results on two relevant reasoning/generation benchmarks: allenai/ai2_arc accuracy=0.719 and RLAIF/mbpp accuracy=0.7. Its predicted-performance=0.9643 is also high, making it a credible general text model under the size cap."
C_method2_only,midas/inspec,3,google/gemma-2-9b-it,0.64,method2,"Has the strongest single measured text result in the set, with HiTZ/bbq top-k_accuracy=0.8858 and accuracy=0.8267. I rank it below models with several measured datasets because its track record lists only this one evaluation despite predicted-performance=0.9488."
C_method2_only,midas/inspec,4,google/gemma-7b,0.50,method2,"Only one measured result is available, allenai/openbookqa accuracy=0.528, so the evidence is thinner and weaker than the top three. It remains plausible because it is a general English text model with predicted-performance=0.9435."
C_method2_only,midas/inspec,5,princeton-nlp/Mistral-7B-Instruct-KTO,0.42,method2,"Provides a broader measured NLP record than the Qwen quantized alternatives, though on Arabic benchmarks: OALL/AlGhafa-Arabic-LLM-Benchmark-Native accuracy=0.4713, OALL/ACVA accuracy=0.4239, OALL/Arabic_MMLU accuracy=0.3114, and OALL/Arabic_EXAMS accuracy=0.2998. These modest cross-dataset results make it a lower-confidence fifth choice despite predicted-performance=0.8829."
D_claude_baseline,midas/inspec,1,Qwen/Qwen2.5-14B-Instruct,0.90,claude_baseline,"Largest strong instruction-tuned model in the list with excellent scientific-text comprehension and formatting compliance, ideal for prompt-based keyphrase extraction from Inspec abstracts."
D_claude_baseline,midas/inspec,2,meta-llama/Llama-3.1-8B-Instruct,0.85,claude_baseline,High-quality instruction-tuned LLM with strong span-extraction and instruction-following abilities that transfer well to keyphrase generation on scientific abstracts.
D_claude_baseline,midas/inspec,3,google/flan-t5-xl,0.83,claude_baseline,Seq2seq Flan-T5 models have repeatedly shown strong performance on keyphrase generation benchmarks including Inspec; 3B XL variant offers a proven encoder-decoder baseline.
D_claude_baseline,midas/inspec,4,Qwen/Qwen2.5-7B-Instruct,0.80,claude_baseline,Strong 7B instruction-tuned model with excellent zero/few-shot extraction capability and reliable structured output for keyphrase lists.
D_claude_baseline,midas/inspec,5,google/flan-t5-large,0.75,claude_baseline,Smaller but highly effective seq2seq model that fine-tunes efficiently on Inspec-style keyphrase generation with competitive F1 scores.
A_merged,midas/semeval2017,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.89,both,"Best aligned with the query because SemEval-2017 is a scientific keyphrase/span extraction dataset and this SpanMarker model achieved f1=0.9199 on amirveyseh/acronym_identification, another scientific BIO-style token/span task. It is also the only agreement model, with GNN rank 2 and combined score 0.0016."
A_merged,midas/semeval2017,2,sdadas/mmlw-roberta-base,0.70,method1,"Has strong measured NLP evidence on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7, indicating a capable text encoder on a dataset containing academic-paper text. The task is indirect compared with keyphrase extraction, but the measured result is strong and grounded."
A_merged,midas/semeval2017,3,mistralai/Mistral-7B-Instruct-v0.2,0.64,method2,"GNN recommends it for the query and its measured track record is consistently solid across language-understanding benchmarks: Rowan/hellaswag accuracy=0.8279, allenai/winogrande accuracy=0.7687, and allenai/ai2_arc accuracy=0.6288. It lacks measured evidence on the retrieved scientific neighbors, so it ranks below the best Source A-supported models."
A_merged,midas/semeval2017,4,HuggingFaceTB/SmolVLM-500M-Base,0.59,method1,"It has the best measured result on the most similar evaluated neighbor, armanc/ScienceQA, with accuracy=0.8. ScienceQA is scientific question answering rather than keyphrase extraction, so the evidence is relevant to scientific-text understanding but indirect."
A_merged,midas/semeval2017,5,tiiuae/falcon-11B-vlm,0.55,method1,"It also performs well on the close scientific QA neighbor armanc/ScienceQA, with accuracy=0.749, slightly ahead of other evaluated alternatives such as zongzhuofan/llama3-mova-8b at accuracy=0.747. The support is measured but task-mismatched, making it a weaker recommendation than the text/span-focused options above."
B_method1_only,midas/semeval2017,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.88,method1,"Strongest task match: on amirveyseh/acronym_identification, a scientific-document BIO-style token classification dataset, it achieved f1=0.9199. This is the closest measured evidence to scientific keyphrase extraction."
B_method1_only,midas/semeval2017,2,sdadas/mmlw-roberta-base,0.74,method1,"It performed strongly on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7. Although pair classification is indirect, the model has solid measured evidence on a text classification benchmark containing academic-style text."
B_method1_only,midas/semeval2017,3,HuggingFaceTB/SmolVLM-500M-Base,0.69,method1,"It was the top model on armanc/ScienceQA, the highest-similarity evaluated neighbor, with accuracy=0.8. The task is scientific question answering rather than keyphrase extraction, so the evidence is strong but indirect."
B_method1_only,midas/semeval2017,4,tiiuae/falcon-11B-vlm,0.65,method1,"It achieved accuracy=0.749 on armanc/ScienceQA, placing second among evaluated models on that close scientific-literature QA neighbor. This suggests useful scientific-text understanding, though not directly sequence labeling."
B_method1_only,midas/semeval2017,5,nvidia/OpenReasoning-Nemotron-1.5B,0.62,method1,"It achieved accuracy=1 on akshathmangudi/SciCode, and related listed variants also reached accuracy=1 on the same dataset. The scientific-domain reasoning evidence is excellent, but SciCode is less directly aligned with keyphrase extraction."
C_method2_only,midas/semeval2017,1,tomaarsen/span-marker-bert-base-uncased-acronyms,0.78,method2,"Strongest fit because it is a token-classification/span extraction model with measured f1=0.9199 on amirveyseh/acronym_identification. It also has the highest GNN combined score in the evidence, with predicted-performance=0.9528."
C_method2_only,midas/semeval2017,2,ahmedabdelali/bert-base-qarib,0.66,method2,"This is the closest measured SemEval-adjacent evidence, with f1=0.4435 on araoye01/sem_eval_2018_task_1. It also has additional NLP track record with f1=0.6521 on Abdelrahman-Rezk/Arabic_Dialect_Identification and f1=0.6162 on asas-ai/ANERCorp."
C_method2_only,midas/semeval2017,3,mistralai/Mistral-7B-Instruct-v0.2,0.61,method2,"A strong general NLP fallback under the parameter limit, with measured accuracy=0.8279 on Rowan/hellaswag, accuracy=0.7687 on allenai/winogrande, and accuracy=0.6288 on allenai/ai2_arc. Its GNN predicted-performance=0.9270 is also high, though the measured tasks are less directly similar."
C_method2_only,midas/semeval2017,4,CAMeL-Lab/bert-base-arabic-camelbert-ca-pos-egy,0.50,method2,"Relevant as a text tagging model with measured accuracy=0.679 on asas-ai/ANERCorp. The evidence is only one dataset, but the token-level Arabic NLP setting is more similar to SemEval-style language tasks than the vision models."
C_method2_only,midas/semeval2017,5,norallm/normistral-7b-warm,0.42,method2,"It has useful language-model evidence with bleu=0.558 and chrf=0.707 on Helsinki-NLP/tatoeba_mt. The task match is weaker than the higher-ranked NLP models, but its GNN predicted-performance=0.9125 suggests some potential transfer."
D_claude_baseline,midas/semeval2017,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.82,claude_baseline,DeBERTa-v3-large is the strongest general-purpose encoder available in the list for token classification; well-suited for BIO keyphrase tagging after fine-tuning.
D_claude_baseline,midas/semeval2017,2,michiyasunaga/BioLinkBERT-large,0.80,claude_baseline,"BioLinkBERT-large is pretrained on scientific/biomedical literature with citation links, giving strong domain alignment with SemEval2017 ScienceIE abstracts."
D_claude_baseline,midas/semeval2017,3,answerdotai/ModernBERT-Large-Instruct,0.78,claude_baseline,"ModernBERT-large is a state-of-the-art modern encoder with long context and strong token-level representations, competitive with DeBERTa for NER-style tasks."
D_claude_baseline,midas/semeval2017,4,allenai/biomed_roberta_base,0.74,claude_baseline,RoBERTa base pretrained on biomedical/scientific text — good domain match for SemEval2017 scientific abstracts even at smaller scale.
D_claude_baseline,midas/semeval2017,5,deepset/deberta-v3-large-squad2,0.72,claude_baseline,Another DeBERTa-v3-large checkpoint; strong contextual encoder that fine-tunes well for keyphrase span extraction.
A_merged,nlpaueb/finer-139,1,cmarkea/distilcamembert-base-ner,0.84,method1,"Best consistency across the retrieved NER neighborhood: MultiCoNER/multiconer_v2 f1=0.921, CATIE-AQ/frenchNER_4entities f1=0.974, and Jean-Baptiste/wikiner_fr f1=0.9818. Although French-focused, its repeated strong token-classification results make it the most grounded candidate."
A_merged,nlpaueb/finer-139,2,CATIE-AQ/NERmembert-large-3entities,0.81,method1,"Very strong measured NER performance on two similar datasets, with MultiCoNER/multiconer_v2 f1=0.976 and Jean-Baptiste/wikiner_fr f1=0.99. Its limitation is that it is French-focused and trained for only three entity types, while FiNER-139 has 139 financial tags."
A_merged,nlpaueb/finer-139,3,ChanceFocus/finma-7b-full,0.76,method2,"The strongest domain match from the GNN source: it is a financial LLM with measured results on AdaptLLM/NER f1=0.69, AdaptLLM/Headline f1=0.97, ArtGarfunkel/FinancialPhraseBank accuracy=0.87 and f1=0.87, and AdaptLLM/FiQA_SA f1=0.79. Its direct financial NLP evidence is useful for FiNER-139, though the GNN link score is only predictive."
A_merged,nlpaueb/finer-139,4,mrm8488/bert-base-german-finetuned-ler,0.68,method1,"Has real measured performance on a domain-specific fine-grained NER task, elenanereiss/german-ler, with f1=0.8567 and accuracy=0.9846. The legal-domain and German-language mismatch reduce confidence, but it is still grounded evidence for specialized entity extraction."
A_merged,nlpaueb/finer-139,5,cmarkea/distilcamembert-base,0.62,method1,"Measured well on Jean-Baptiste/wikiner_fr with f1=0.98, and it is in the same lineage as cmarkea/distilcamembert-base-ner. Evidence is weaker because it appears on only one similar dataset and is less directly specialized than the NER-finetuned variant."
B_method1_only,nlpaueb/finer-139,1,cmarkea/distilcamembert-base-ner,0.82,method1,"Strongest consistency signal across three similar NER datasets: MultiCoNER/multiconer_v2 f1=0.921, CATIE-AQ/frenchNER_4entities f1=0.974, and Jean-Baptiste/wikiner_fr f1=0.9818. Although French rather than English financial NER, repeated high measured token-classification results make it the best-supported choice."
B_method1_only,nlpaueb/finer-139,2,CATIE-AQ/NERmembert-large-3entities,0.79,method1,"Very high measured NER performance on two neighboring datasets, with MultiCoNER/multiconer_v2 f1=0.976 and Jean-Baptiste/wikiner_fr f1=0.99. The evidence is excellent but slightly narrower because the model targets only three entity types."
B_method1_only,nlpaueb/finer-139,3,mrm8488/bert-base-german-finetuned-ler,0.64,method1,"Measured on a domain-specific legal NER dataset with fine-grained labels, elenanereiss/german-ler, achieving f1=0.8567 and accuracy=0.9846. This is useful evidence for specialized entity extraction, though it is German/legal rather than English/financial."
B_method1_only,nlpaueb/finer-139,4,cmarkea/distilcamembert-base,0.58,method1,"Has a strong measured NER result on Jean-Baptiste/wikiner_fr with f1=0.98. The evidence is only from one dataset and is less directly task-specialized than cmarkea/distilcamembert-base-ner, but the measured F1 is high."
B_method1_only,nlpaueb/finer-139,5,mistralai/Voxtral-Mini-3B-2507,0.43,method1,"Measured on the most similar neighborhood dataset Revai/earnings21, a financial earnings-call benchmark, with wer=0.0962. This is financially relevant but only indirect for FiNER-139 because the metric is ASR WER rather than NER F1."
C_method2_only,nlpaueb/finer-139,1,ChanceFocus/finma-7b-full,0.86,method2,"Best match because it is a financial LLM with measured results on financial NLP, including AdaptLLM/NER f1=0.69, AdaptLLM/Headline f1=0.97, ArtGarfunkel/FinancialPhraseBank accuracy=0.87 and f1=0.87, and AdaptLLM/FiQA_SA f1=0.79."
C_method2_only,nlpaueb/finer-139,2,meta-llama/Llama-3.1-8B,0.62,method2,"Strong general 8B model with measured accuracy=0.797 on allenai/ai2_arc and accuracy=0.75 on HuggingFaceFW/CommonsenseQA, plus a GNN predicted-performance of 0.7624. It lacks financial NER evidence, so it ranks below the domain-specific FinMA model."
C_method2_only,nlpaueb/finer-139,3,MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,0.57,method2,"Consistent zero-shot classification record across multiple text datasets, with Yelp/yelp_review_full accuracy=0.967, google/trueteacher accuracy=0.921, alisawuffles/WANLI accuracy=0.814, and AutoIntent/massive accuracy=0.734. This broad classification evidence is useful but less directly matched to financial NER."
C_method2_only,nlpaueb/finer-139,4,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.52,method2,"Has measured f1 across several classification datasets, including OxAISH-AL-LLM/wiki_toxic f1=0.787, allenai/social_bias_frames f1=0.656, PolyAI/banking77 f1=0.567, and AmazonScience/massive f1=0.518. Its zero-shot setup may transfer to label-heavy extraction, though scores are lower and less domain-specific than FinMA."
C_method2_only,nlpaueb/finer-139,5,classla/xlm-roberta-base-multilingual-text-genre-classifier,0.44,method2,"Provides a measured classifier baseline with TajaKuzmanPungersek/X-GENRE-text-genre-dataset f1=0.8 and accuracy=0.8, alongside a GNN predicted-performance of 0.8562. Evidence is limited to one non-financial genre dataset, so confidence is moderate."
D_claude_baseline,nlpaueb/finer-139,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.86,claude_baseline,DeBERTa-v3-large is a top-tier encoder for token-classification NER; this checkpoint has strong general-language priors and fine-tunes exceptionally well on domain NER like FiNER-139.
